"","site","year","sim","state"
"2409","4","2","49",2
"2410","5","2","49",1
"2411","1","3","49",3
"2412","2","3","49",3
"2413","3","3","49",2
"2414","4","3","49",2
"2415","5","3","49",3
"2416","1","4","49",3
"2417","2","4","49",3
"2418","3","4","49",2
"2419","4","4","49",2
"2420","5","4","49",3
"2421","1","5","49",3
"2422","2","5","49",3
"2423","3","5","49",2
"2424","4","5","49",2
"2425","5","5","49",3
"2426","1","6","49",3
"2427","2","6","49",3
"2428","3","6","49",2
"2429","4","6","49",2
"2430","5","6","49",3
"2431","1","7","49",3
"2432","2","7","49",3
"2433","3","7","49",2
"2434","4","7","49",2
"2435","5","7","49",3
"2436","1","8","49",2
"2437","2","8","49",3
"2438","3","8","49",2
"2439","4","8","49",2
"2440","5","8","49",3
"2441","1","9","49",2
"2442","2","9","49",3
"2443","3","9","49",2
"2444","4","9","49",2
"2445","5","9","49",3
"2446","1","10","49",2
"2447","2","10","49",3
"2448","3","10","49",2
"2449","4","10","49",3
"2450","5","10","49",3
"2451","1","1","50",3
"2452","2","1","50",3
"2453","3","1","50",2
"2454","4","1","50",2
"2455","5","1","50",1
"2456","1","2","50",3
"2457","2","2","50",3
"2458","3","2","50",2
"2459","4","2","50",2
"2460","5","2","50",3
"2461","1","3","50",2
"2462","2","3","50",3
"2463","3","3","50",2
"2464","4","3","50",2
"2465","5","3","50",2
"2466","1","4","50",2
"2467","2","4","50",3
"2468","3","4","50",2
"2469","4","4","50",2
"2470","5","4","50",2
"2471","1","5","50",3
"2472","2","5","50",2
"2473","3","5","50",2
"2474","4","5","50",2
"2475","5","5","50",2
"2476","1","6","50",3
"2477","2","6","50",2
"2478","3","6","50",2
"2479","4","6","50",2
"2480","5","6","50",3
"2481","1","7","50",3
"2482","2","7","50",2
"2483","3","7","50",2
"2484","4","7","50",2
"2485","5","7","50",3
"2486","1","8","50",3
"2487","2","8","50",2
"2488","3","8","50",2
"2489","4","8","50",2
"2490","5","8","50",3
"2491","1","9","50",3
"2492","2","9","50",2
"2493","3","9","50",2
"2494","4","9","50",2
"2495","5","9","50",3
"2496","1","10","50",3
"2497","2","10","50",2
"2498","3","10","50",2
"2499","4","10","50",2
"2500","5","10","50",2
